,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,geometry
0,Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Estimate; Total: - Not computed,
1248,1500000US360470502021,360470502021,"Block Group 1, Census Tract 502.02, Kings County, New York",146,38,10,4,31,11,0,0,0,52,0,"POLYGON ((-73.97642399999999 40.654535, -73.97430199999999 40.655367, -73.97355499999999 40.655644, -73.973051 40.653913, -73.97608199999999 40.652735, -73.97642399999999 40.654535))"
1249,1500000US360470502022,360470502022,"Block Group 2, Census Tract 502.02, Kings County, New York",322,12,0,27,66,84,59,11,13,24,26,"POLYGON ((-73.978039 40.654747, -73.97657099999999 40.655311, -73.97642399999999 40.654535, -73.97608199999999 40.652735, -73.973051 40.653913, -73.972683 40.652639, -73.97634699999999 40.65122, -73.977333 40.653043, -73.978039 40.654747))"
1250,1500000US360470503001,360470503001,"Block Group 1, Census Tract 503, Kings County, New York",309,0,9,7,128,26,30,18,31,60,0,"POLYGON ((-73.94771899999999 40.714216, -73.94606999999999 40.714372, -73.945949 40.713638, -73.94559599999999 40.711481, -73.947245 40.711324, -73.94771899999999 40.714216))"
1251,1500000US360470503002,360470503002,"Block Group 2, Census Tract 503, Kings County, New York",245,0,0,0,55,10,57,17,17,69,20,"POLYGON ((-73.948892 40.711168, -73.947245 40.711324, -73.94559599999999 40.711481, -73.945475 40.71074, -73.946973 40.709894, -73.948655 40.709725, -73.948892 40.711168))"
1252,1500000US360470503003,360470503003,"Block Group 3, Census Tract 503, Kings County, New York",305,9,34,82,72,0,9,34,19,38,8,"POLYGON ((-73.949372 40.714067, -73.94771899999999 40.714216, -73.947245 40.711324, -73.948892 40.711168, -73.94913099999999 40.712612, -73.949372 40.714067))"
1253,1500000US360470504001,360470504001,"Block Group 1, Census Tract 504, Kings County, New York",365,11,28,26,43,52,0,0,27,131,47,"POLYGON ((-73.97634699999999 40.65122, -73.972683 40.652639, -73.97261999999999 40.650835, -73.974549 40.65020000000001, -73.975533 40.649698, -73.97634699999999 40.65122))"
1254,1500000US360470504002,360470504002,"Block Group 2, Census Tract 504, Kings County, New York",420,42,8,77,77,16,44,23,0,99,34,"POLYGON ((-73.975533 40.649698, -73.974549 40.65020000000001, -73.97261999999999 40.650835, -73.972082 40.650635, -73.971397 40.648258, -73.97339199999999 40.647581, -73.974959 40.647796, -73.975533 40.649698))"
1255,1500000US360470504003,360470504003,"Block Group 3, Census Tract 504, Kings County, New York",460,53,63,83,24,56,8,24,8,83,58,"POLYGON ((-73.974959 40.647796, -73.97339199999999 40.647581, -73.971397 40.648258, -73.971211 40.64762, -73.97084099999999 40.646378, -73.971744 40.646001, -73.97208599999999 40.645863, -73.973101 40.645451, -73.97465699999999 40.644806, -73.97482699999999 40.645664, -73.97517599999999 40.647818, -73.974959 40.647796))"
1256,1500000US360470505001,360470505001,"Block Group 1, Census Tract 505, Kings County, New York",650,10,70,65,121,170,91,0,69,43,11,"POLYGON ((-73.946973 40.709894, -73.945475 40.71074, -73.943788 40.710901, -73.94344 40.70878099999999, -73.94675599999999 40.708466, -73.946973 40.709894))"
1257,1500000US360470505002,360470505002,"Block Group 2, Census Tract 505, Kings County, New York",477,0,5,11,47,52,43,12,39,207,61,"POLYGON ((-73.94675599999999 40.708466, -73.94344 40.70878099999999, -73.943202 40.707335, -73.946523 40.707011, -73.94675599999999 40.708466))"
1258,1500000US360470505003,360470505003,"Block Group 3, Census Tract 505, Kings County, New York",530,0,24,42,81,71,10,47,60,195,0,"POLYGON ((-73.946523 40.707011, -73.943202 40.707335, -73.94284999999999 40.705182, -73.94456699999999 40.705021, -73.946265 40.705604, -73.946523 40.707011))"
1259,1500000US360470506001,360470506001,"Block Group 1, Census Tract 506, Kings County, New York",399,9,56,16,52,38,22,0,0,178,28,"POLYGON ((-73.964355 40.651005, -73.96302 40.651532, -73.962186 40.649789, -73.963075 40.64944, -73.963984 40.649085, -73.964355 40.651005))"
1260,1500000US360470506002,360470506002,"Block Group 2, Census Tract 506, Kings County, New York",325,0,16,44,60,0,38,15,41,87,24,"POLYGON ((-73.967028 40.64994799999999, -73.964654 40.650887, -73.964355 40.651005, -73.963984 40.649085, -73.96490299999999 40.64872099999999, -73.96666499999999 40.648029, -73.967028 40.64994799999999))"
1261,1500000US360470506003,360470506003,"Block Group 3, Census Tract 506, Kings County, New York",509,0,30,20,51,85,11,38,64,210,0,"POLYGON ((-73.96879299999999 40.649249, -73.967028 40.64994799999999, -73.96666499999999 40.648029, -73.967546 40.647683, -73.968428 40.647335, -73.96879299999999 40.649249))"
1262,1500000US360470506004,360470506004,"Block Group 4, Census Tract 506, Kings County, New York",362,0,6,96,50,17,44,33,0,116,0,"POLYGON ((-73.971397 40.648258, -73.96879299999999 40.649249, -73.968428 40.647335, -73.97084099999999 40.646378, -73.971211 40.64762, -73.971397 40.648258))"
1263,1500000US360470507001,360470507001,"Block Group 1, Census Tract 507, Kings County, New York",439,11,10,48,25,65,22,33,23,202,0,"POLYGON ((-73.95128799999999 40.700922, -73.94937899999999 40.70215899999999, -73.947052 40.703664, -73.94585499999999 40.702987, -73.94544999999999 40.70276, -73.94400499999999 40.70196199999999, -73.942201 40.700891, -73.941931 40.700725, -73.944388 40.700425, -73.94712799999999 40.700123, -73.950091 40.699791, -73.95128799999999 40.700922))"
1264,1500000US360470508011,360470508011,"Block Group 1, Census Tract 508.01, Kings County, New York",447,0,9,28,65,104,34,35,24,148,0,"POLYGON ((-73.96302 40.651532, -73.96140699999999 40.65217, -73.96100799999999 40.650082, -73.962186 40.649789, -73.96302 40.651532))"
1265,1500000US360470508012,360470508012,"Block Group 2, Census Tract 508.01, Kings County, New York",886,0,73,92,91,122,40,21,81,307,59,"POLYGON ((-73.96140699999999 40.65217, -73.959329 40.652928, -73.95892599999999 40.651212, -73.95870699999999 40.65038699999999, -73.96100799999999 40.650082, -73.96140699999999 40.65217))"
1266,1500000US360470508031,360470508031,"Block Group 1, Census Tract 508.03, Kings County, New York",843,38,133,54,123,82,35,54,49,234,41,"POLYGON ((-73.9619 40.654871, -73.961691 40.654951, -73.959861 40.655635, -73.95969599999999 40.654839, -73.959329 40.652928, -73.96140699999999 40.65217, -73.961597 40.653173, -73.961726 40.65389, -73.961759 40.65407099999999, -73.9619 40.654871))"
1267,1500000US360470508041,360470508041,"Block Group 1, Census Tract 508.04, Kings County, New York",470,0,66,77,78,51,55,18,26,87,12,"POLYGON ((-73.966213 40.653189, -73.9619 40.654871, -73.961759 40.65407099999999, -73.961726 40.65389, -73.962068 40.653949, -73.965751 40.6525, -73.966213 40.653189))"
1268,1500000US360470508042,360470508042,"Block Group 2, Census Tract 508.04, Kings County, New York",837,17,17,189,43,105,114,92,0,223,37,"POLYGON ((-73.965751 40.6525, -73.962068 40.653949, -73.961726 40.65389, -73.961597 40.653173, -73.965242 40.651742, -73.965751 40.6525))"
1269,1500000US360470508043,360470508043,"Block Group 3, Census Tract 508.04, Kings County, New York",876,30,139,11,21,178,138,18,53,257,31,"POLYGON ((-73.965242 40.651742, -73.961597 40.653173, -73.96140699999999 40.65217, -73.96302 40.651532, -73.964355 40.651005, -73.964654 40.650887, -73.965242 40.651742))"
1270,1500000US360470509001,360470509001,"Block Group 1, Census Tract 509, Kings County, New York",223,4,0,0,8,16,29,15,40,111,0,"POLYGON ((-73.95190000000001 40.704418, -73.950237 40.705473, -73.94983599999999 40.705229, -73.949254 40.704896, -73.94785299999999 40.704111, -73.947052 40.703664, -73.94937899999999 40.70215899999999, -73.95064099999999 40.703287, -73.95190000000001 40.704418))"
1271,1500000US360470509002,360470509002,"Block Group 2, Census Tract 509, Kings County, New York",217,10,10,0,0,28,5,0,33,131,0,"POLYGON ((-73.953812 40.703181, -73.95190000000001 40.704418, -73.95064099999999 40.703287, -73.94937899999999 40.70215899999999, -73.95128799999999 40.700922, -73.951921 40.701487, -73.952551 40.702051, -73.953181 40.702617, -73.953812 40.703181))"
1272,1500000US360470510011,360470510011,"Block Group 1, Census Tract 510.01, Kings County, New York",601,33,105,29,57,57,82,25,91,83,39,"POLYGON ((-73.96167199999999 40.647115, -73.960471 40.647244, -73.960016 40.644853, -73.961214 40.644723, -73.96167199999999 40.647115))"
1273,1500000US360470510012,360470510012,"Block Group 2, Census Tract 510.01, Kings County, New York",770,36,94,44,92,76,79,30,53,192,74,"POLYGON ((-73.960471 40.647244, -73.958141 40.647504, -73.958107 40.646518, -73.958022 40.64507, -73.960016 40.644853, -73.960471 40.647244))"
1274,1500000US360470510021,360470510021,"Block Group 1, Census Tract 510.02, Kings County, New York",697,14,39,48,137,62,83,92,6,197,19,"POLYGON ((-73.96100799999999 40.650082, -73.95870699999999 40.65038699999999, -73.958141 40.647504, -73.960471 40.647244, -73.96073699999999 40.648644, -73.96100799999999 40.650082))"
1275,1500000US360470510022,360470510022,"Block Group 2, Census Tract 510.02, Kings County, New York",632,36,44,70,59,14,113,16,38,205,37,"POLYGON ((-73.962186 40.649789, -73.96100799999999 40.650082, -73.96073699999999 40.648644, -73.961935 40.648511, -73.963075 40.64944, -73.962186 40.649789))"
1276,1500000US360470510023,360470510023,"Block Group 3, Census Tract 510.02, Kings County, New York",384,0,8,119,24,49,0,0,30,154,0,"POLYGON ((-73.961935 40.648511, -73.96073699999999 40.648644, -73.960471 40.647244, -73.96167199999999 40.647115, -73.961935 40.648511))"
1277,1500000US360470511001,360470511001,"Block Group 1, Census Tract 511, Kings County, New York",528,64,14,82,27,31,71,7,59,173,0,"POLYGON ((-73.950406 40.706653, -73.946523 40.707011, -73.946265 40.705604, -73.947981 40.705442, -73.94983599999999 40.705229, -73.950237 40.705473, -73.950406 40.706653))"
1278,1500000US360470511002,360470511002,"Block Group 2, Census Tract 511, Kings County, New York",404,0,53,9,13,61,79,28,41,102,18,"POLYGON ((-73.95066 40.70817, -73.94675599999999 40.708466, -73.946523 40.707011, -73.950406 40.706653, -73.95053 40.707391, -73.95066 40.70817))"
1279,1500000US360470511003,360470511003,"Block Group 3, Census Tract 511, Kings County, New York",503,1,15,10,79,42,31,27,67,213,18,"POLYGON ((-73.950875 40.709513, -73.948655 40.709725, -73.946973 40.709894, -73.94675599999999 40.708466, -73.95066 40.70817, -73.95083 40.709143, -73.950875 40.709513))"
1280,1500000US360470512001,360470512001,"Block Group 1, Census Tract 512, Kings County, New York",529,15,60,0,80,55,11,26,39,181,62,"POLYGON ((-73.96490299999999 40.64872099999999, -73.963984 40.649085, -73.963075 40.64944, -73.961935 40.648511, -73.96167199999999 40.647115, -73.962614 40.647009, -73.96356899999999 40.646904, -73.964541 40.646799, -73.96490299999999 40.64872099999999))"
1281,1500000US360470512002,360470512002,"Block Group 2, Census Tract 512, Kings County, New York",555,39,11,77,131,54,43,12,42,117,29,"POLYGON ((-73.962614 40.647009, -73.96167199999999 40.647115, -73.961214 40.644723, -73.96216199999999 40.644617, -73.962614 40.647009))"
1282,1500000US360470512003,360470512003,"Block Group 3, Census Tract 512, Kings County, New York",542,0,12,115,41,0,131,0,41,186,16,"POLYGON ((-73.96356899999999 40.646904, -73.962614 40.647009, -73.96216199999999 40.644617, -73.96312499999999 40.644512, -73.96356899999999 40.646904))"
1283,1500000US360470512004,360470512004,"Block Group 4, Census Tract 512, Kings County, New York",617,67,14,13,60,25,81,51,54,219,33,"POLYGON ((-73.965463 40.646695, -73.964541 40.646799, -73.96356899999999 40.646904, -73.96312499999999 40.644512, -73.96408699999999 40.644407, -73.965012 40.644302, -73.965463 40.646695))"
1284,1500000US360470513001,360470513001,"Block Group 1, Census Tract 513, Kings County, New York",383,17,98,67,84,56,25,0,14,22,0,"POLYGON ((-73.951624 40.714066, -73.949372 40.714067, -73.94913099999999 40.712612, -73.948892 40.711168, -73.951116 40.710957, -73.95135599999999 40.712399, -73.95159099999999 40.713799, -73.951624 40.714066))"
1285,1500000US360470513002,360470513002,"Block Group 2, Census Tract 513, Kings County, New York",405,0,43,86,40,68,24,11,0,84,49,"POLYGON ((-73.951116 40.710957, -73.948892 40.711168, -73.948655 40.709725, -73.950875 40.709513, -73.951116 40.710957))"
1286,1500000US360470513003,360470513003,"Block Group 3, Census Tract 513, Kings County, New York",523,25,8,90,51,82,35,49,81,102,0,"POLYGON ((-73.95387599999999 40.712516, -73.953498 40.713123, -73.95291 40.714061, -73.951624 40.714066, -73.95159099999999 40.713799, -73.95135599999999 40.712399, -73.951116 40.710957, -73.950875 40.709513, -73.95083 40.709143, -73.95236 40.709716, -73.95463699999999 40.711324, -73.95387599999999 40.712516))"
1287,1500000US360470513004,360470513004,"Block Group 4, Census Tract 513, Kings County, New York",386,21,64,38,46,0,47,35,12,123,0,"POLYGON ((-73.95662399999999 40.710384, -73.95547599999999 40.712266, -73.95503599999999 40.712915, -73.95434 40.714072, -73.953485 40.71406899999999, -73.95291 40.714061, -73.953498 40.713123, -73.95387599999999 40.712516, -73.95463699999999 40.711324, -73.95236 40.709716, -73.955175 40.710465, -73.95549799999999 40.70994899999999, -73.95662399999999 40.710384))"
1288,1500000US360470514001,360470514001,"Block Group 1, Census Tract 514, Kings County, New York",332,33,40,16,14,12,0,36,35,146,0,"POLYGON ((-73.96408699999999 40.644407, -73.96312499999999 40.644512, -73.96216199999999 40.644617, -73.961214 40.644723, -73.96085699999999 40.642826, -73.96174599999999 40.642424, -73.96355699999999 40.64161, -73.96408699999999 40.644407))"
1289,1500000US360470514002,360470514002,"Block Group 2, Census Tract 514, Kings County, New York",578,54,8,26,19,39,146,0,61,213,12,"POLYGON ((-73.96355699999999 40.64161, -73.96174599999999 40.642424, -73.96138599999999 40.640525, -73.962282 40.640101, -73.96318599999999 40.639672, -73.96355699999999 40.64161))"
1290,1500000US360470514003,360470514003,"Block Group 3, Census Tract 514, Kings County, New York",1019,0,75,52,148,146,38,137,238,101,84,"POLYGON ((-73.96174599999999 40.642424, -73.96085699999999 40.642826, -73.959727 40.643332, -73.959377 40.641471, -73.96050199999999 40.64094, -73.96138599999999 40.640525, -73.96174599999999 40.642424))"
1291,1500000US360470514004,360470514004,"Block Group 4, Census Tract 514, Kings County, New York",501,0,0,121,58,0,84,9,72,157,0,"POLYGON ((-73.961214 40.644723, -73.960016 40.644853, -73.958022 40.64507, -73.95791899999999 40.644143, -73.958753 40.643772, -73.959727 40.643332, -73.96085699999999 40.642826, -73.961214 40.644723))"
1292,1500000US360470515001,360470515001,"Block Group 1, Census Tract 515, Kings County, New York",384,56,14,38,39,43,44,0,44,89,17,"POLYGON ((-73.95271 40.720451, -73.95064599999999 40.721705, -73.949078 40.72254, -73.948875 40.721292, -73.94841599999999 40.718455, -73.94832199999999 40.717865, -73.951842 40.715442, -73.952287 40.71808499999999, -73.952297 40.71814699999999, -73.952477 40.719219, -73.953469 40.719798, -73.95271 40.720451))"
1293,1500000US360470516011,360470516011,"Block Group 1, Census Tract 516.01, Kings County, New York",566,0,0,45,18,50,74,15,63,237,64,"POLYGON ((-73.95896599999999 40.639305, -73.95800299999999 40.639761, -73.95743299999999 40.636793, -73.9584 40.636327, -73.95896599999999 40.639305))"
1294,1500000US360470516012,360470516012,"Block Group 2, Census Tract 516.01, Kings County, New York",604,16,7,87,27,11,103,32,66,220,35,"POLYGON ((-73.95800299999999 40.639761, -73.95712499999999 40.640169, -73.956566 40.637206, -73.95743299999999 40.636793, -73.95800299999999 40.639761))"
1295,1500000US360470516013,360470516013,"Block Group 3, Census Tract 516.01, Kings County, New York",675,0,65,51,60,25,20,26,54,365,9,"POLYGON ((-73.95712499999999 40.640169, -73.95563799999999 40.640504, -73.953743 40.638566, -73.956566 40.637206, -73.95712499999999 40.640169))"
1296,1500000US360470516021,360470516021,"Block Group 1, Census Tract 516.02, Kings County, New York",605,0,25,35,51,71,43,136,85,159,0,"POLYGON ((-73.959727 40.643332, -73.958753 40.643772, -73.95800299999999 40.639761, -73.95896599999999 40.639305, -73.959377 40.641471, -73.959727 40.643332))"
1297,1500000US360470516022,360470516022,"Block Group 2, Census Tract 516.02, Kings County, New York",534,30,10,49,0,145,10,17,48,165,60,"POLYGON ((-73.958753 40.643772, -73.95791899999999 40.644143, -73.95763699999999 40.642689, -73.95563799999999 40.640504, -73.95712499999999 40.640169, -73.95800299999999 40.639761, -73.958753 40.643772))"
1298,1500000US360470517001,360470517001,"Block Group 1, Census Tract 517, Kings County, New York",261,0,15,32,22,11,61,29,24,31,36,"POLYGON ((-73.95713099999999 40.718388, -73.951646 40.723486, -73.95064599999999 40.721705, -73.95271 40.720451, -73.953469 40.719798, -73.95525099999999 40.71814, -73.955844 40.717589, -73.95713099999999 40.718388))"
1299,1500000US360470517002,360470517002,"Block Group 2, Census Tract 517, Kings County, New York",482,48,21,91,99,0,56,64,7,96,0,"POLYGON ((-73.958416 40.719189, -73.955443 40.721946, -73.954776 40.72246, -73.951646 40.723486, -73.95713099999999 40.718388, -73.958416 40.719189))"
1300,1500000US360470518001,360470518001,"Block Group 1, Census Tract 518, Kings County, New York",276,33,52,31,28,0,23,9,18,82,0,"POLYGON ((-73.96050199999999 40.64094, -73.959377 40.641471, -73.95896599999999 40.639305, -73.9584 40.636327, -73.959525 40.635786, -73.95979799999999 40.637223, -73.96050199999999 40.64094))"
1301,1500000US360470518002,360470518002,"Block Group 2, Census Tract 518, Kings County, New York",187,0,36,14,12,13,20,0,13,36,43,"POLYGON ((-73.962282 40.640101, -73.96138599999999 40.640525, -73.96050199999999 40.64094, -73.95979799999999 40.637223, -73.959525 40.635786, -73.960409 40.63536, -73.96131199999999 40.634926, -73.961877 40.63793, -73.962282 40.640101))"
1302,1500000US360470518003,360470518003,"Block Group 3, Census Tract 518, Kings County, New York",332,0,53,63,29,21,53,0,20,93,0,"POLYGON ((-73.96318599999999 40.639672, -73.962282 40.640101, -73.961877 40.63793, -73.96131199999999 40.634926, -73.962203 40.6345, -73.96278099999999 40.637513, -73.96318599999999 40.639672))"
1303,1500000US360470519001,360470519001,"Block Group 1, Census Tract 519, Kings County, New York",666,40,85,145,45,36,111,2,23,179,0,"POLYGON ((-73.955844 40.717589, -73.95525099999999 40.71814, -73.953469 40.719798, -73.952477 40.719219, -73.952297 40.71814699999999, -73.952287 40.71808499999999, -73.951842 40.715442, -73.952754 40.71473599999999, -73.956439 40.717032, -73.955844 40.717589))"
1304,1500000US360470519002,360470519002,"Block Group 2, Census Tract 519, Kings County, New York",488,0,88,115,83,43,10,39,45,55,10,"POLYGON ((-73.956439 40.717032, -73.952754 40.71473599999999, -73.953485 40.71406899999999, -73.95434 40.714072, -73.95599399999999 40.714092, -73.95626899999999 40.714159, -73.95822299999999 40.715374, -73.956439 40.717032))"
1305,1500000US360470519003,360470519003,"Block Group 3, Census Tract 519, Kings County, New York",469,40,10,21,76,84,37,0,11,190,0,"POLYGON ((-73.958811 40.714824, -73.95822299999999 40.715374, -73.95626899999999 40.714159, -73.95599399999999 40.714092, -73.95434 40.714072, -73.95503599999999 40.712915, -73.95547599999999 40.712266, -73.95680999999999 40.712756, -73.958342 40.713306, -73.95979699999999 40.713887, -73.958811 40.714824))"
1306,1500000US360470520001,360470520001,"Block Group 1, Census Tract 520, Kings County, New York",262,0,28,13,36,6,32,9,42,96,0,"POLYGON ((-73.966174 40.640431, -73.96442999999999 40.641214, -73.96355699999999 40.64161, -73.96318599999999 40.639672, -73.964056 40.639263, -73.96492499999999 40.638851, -73.964513 40.636688, -73.96538199999999 40.63627899999999, -73.96579199999999 40.638441, -73.966174 40.640431))"
1307,1500000US360470520002,360470520002,"Block Group 2, Census Tract 520, Kings County, New York",248,33,11,8,24,12,0,40,25,87,8,"POLYGON ((-73.96492499999999 40.638851, -73.964056 40.639263, -73.96318599999999 40.639672, -73.96278099999999 40.637513, -73.962203 40.6345, -73.96394599999999 40.633662, -73.964215 40.6351, -73.964513 40.636688, -73.96492499999999 40.638851))"
1308,1500000US360470520003,360470520003,"Block Group 3, Census Tract 520, Kings County, New York",364,0,8,47,33,55,24,22,51,124,0,"POLYGON ((-73.96538199999999 40.63627899999999, -73.964513 40.636688, -73.964215 40.6351, -73.96394599999999 40.633662, -73.964805 40.633249, -73.965082 40.634683, -73.96538199999999 40.63627899999999))"
1309,1500000US360470523001,360470523001,"Block Group 1, Census Tract 523, Kings County, New York",651,15,78,59,116,13,36,15,108,157,54,"POLYGON ((-73.95753499999999 40.711609, -73.95680999999999 40.712756, -73.95547599999999 40.712266, -73.95662399999999 40.710384, -73.95842499999999 40.710192, -73.95753499999999 40.711609))"
1310,1500000US360470523002,360470523002,"Block Group 2, Census Tract 523, Kings County, New York",719,0,98,140,15,65,57,13,121,210,0,"POLYGON ((-73.960195 40.710355, -73.959064 40.712166, -73.95753499999999 40.711609, -73.95842499999999 40.710192, -73.960381 40.710004, -73.960195 40.710355))"
1311,1500000US360470523003,360470523003,"Block Group 3, Census Tract 523, Kings County, New York",281,0,0,32,79,15,0,51,35,42,27,"POLYGON ((-73.961421 40.711349, -73.961029 40.711969, -73.960561 40.712713, -73.959064 40.712166, -73.960195 40.710355, -73.960381 40.710004, -73.962035 40.710362, -73.961421 40.711349))"
1312,1500000US360470523004,360470523004,"Block Group 4, Census Tract 523, Kings County, New York",163,0,16,16,35,16,0,35,0,45,0,"POLYGON ((-73.95979699999999 40.713887, -73.958342 40.713306, -73.959064 40.712166, -73.960561 40.712713, -73.95979699999999 40.713887))"
1313,1500000US360470523005,360470523005,"Block Group 5, Census Tract 523, Kings County, New York",436,104,0,36,86,75,0,80,15,40,0,"POLYGON ((-73.958342 40.713306, -73.95680999999999 40.712756, -73.95753499999999 40.711609, -73.959064 40.712166, -73.958342 40.713306))"
1314,1500000US360470525001,360470525001,"Block Group 1, Census Tract 525, Kings County, New York",769,25,68,123,80,121,134,3,38,166,11,"POLYGON ((-73.96229199999999 40.709921, -73.962035 40.710362, -73.960381 40.710004, -73.95842499999999 40.710192, -73.95662399999999 40.710384, -73.957488 40.70908, -73.957904 40.708427, -73.958152 40.708041, -73.958456 40.707252, -73.959395 40.707352, -73.96114399999999 40.707524, -73.960825 40.709169, -73.962414 40.709352, -73.96229199999999 40.709921))"
1315,1500000US360470525002,360470525002,"Block Group 2, Census Tract 525, Kings County, New York",304,9,3,0,15,49,0,0,0,219,9,"POLYGON ((-73.96257299999999 40.708535, -73.962414 40.709352, -73.960825 40.709169, -73.96114399999999 40.707524, -73.962743 40.707685, -73.96257299999999 40.708535))"
1316,1500000US360470526001,360470526001,"Block Group 1, Census Tract 526, Kings County, New York",745,15,39,95,135,133,90,19,41,144,34,"POLYGON ((-73.968791 40.639256, -73.967917 40.63965, -73.967044 40.64004, -73.966174 40.640431, -73.96579199999999 40.638441, -73.966663 40.638031, -73.96753199999999 40.637615, -73.96822399999999 40.637297, -73.968722 40.639018, -73.968791 40.639256))"
1317,1500000US360470526002,360470526002,"Block Group 2, Census Tract 526, Kings County, New York",387,8,26,9,50,82,11,0,67,102,32,"POLYGON ((-73.96822399999999 40.637297, -73.96753199999999 40.637615, -73.966663 40.638031, -73.96625399999999 40.635867, -73.96594999999999 40.634266, -73.965082 40.634683, -73.964805 40.633249, -73.96677699999999 40.632295, -73.967406 40.63447, -73.96803899999999 40.636651, -73.96822399999999 40.637297))"
1318,1500000US360470526003,360470526003,"Block Group 3, Census Tract 526, Kings County, New York",440,41,13,48,72,49,9,47,0,156,5,"POLYGON ((-73.966663 40.638031, -73.96579199999999 40.638441, -73.96538199999999 40.63627899999999, -73.965082 40.634683, -73.96594999999999 40.634266, -73.96625399999999 40.635867, -73.966663 40.638031))"
1319,1500000US360470527001,360470527001,"Block Group 1, Census Tract 527, Kings County, New York",376,19,0,34,28,73,34,32,26,104,26,"POLYGON ((-73.95236 40.709716, -73.95083 40.709143, -73.95066 40.70817, -73.95053 40.707391, -73.951724 40.707807, -73.95282999999999 40.708974, -73.95236 40.709716))"
1320,1500000US360470527002,360470527002,"Block Group 2, Census Tract 527, Kings County, New York",280,13,0,0,0,32,56,0,71,108,0,"POLYGON ((-73.95282999999999 40.708974, -73.951724 40.707807, -73.95360599999999 40.707745, -73.95282999999999 40.708974))"
1321,1500000US360470527003,360470527003,"Block Group 3, Census Tract 527, Kings County, New York",364,0,0,40,24,24,31,55,20,129,41,"POLYGON ((-73.95360599999999 40.707745, -73.951724 40.707807, -73.95053 40.707391, -73.950406 40.706653, -73.950237 40.705473, -73.951086 40.705913, -73.95191 40.70636, -73.953378 40.706857, -73.95401699999999 40.70708, -73.95360599999999 40.707745))"
1322,1500000US360470527004,360470527004,"Block Group 4, Census Tract 527, Kings County, New York",223,0,0,11,23,0,39,14,49,61,26,"POLYGON ((-73.957488 40.70908, -73.956974 40.708904, -73.955119 40.70826599999999, -73.95360599999999 40.707745, -73.95401699999999 40.70708, -73.95627 40.70785, -73.957362 40.70823499999999, -73.957904 40.708427, -73.957488 40.70908))"
1323,1500000US360470527005,360470527005,"Block Group 5, Census Tract 527, Kings County, New York",269,19,14,0,63,72,10,0,0,63,28,"POLYGON ((-73.957488 40.70908, -73.95662399999999 40.710384, -73.95549799999999 40.70994899999999, -73.95432599999999 40.709522, -73.955119 40.70826599999999, -73.956974 40.708904, -73.957488 40.70908))"
1324,1500000US360470527006,360470527006,"Block Group 6, Census Tract 527, Kings County, New York",462,0,71,110,16,66,56,0,5,138,0,"POLYGON ((-73.95432599999999 40.709522, -73.95282999999999 40.708974, -73.95360599999999 40.707745, -73.955119 40.70826599999999, -73.95432599999999 40.709522))"
1325,1500000US360470527007,360470527007,"Block Group 7, Census Tract 527, Kings County, New York",364,0,18,30,0,59,17,44,65,115,16,"POLYGON ((-73.955175 40.710465, -73.95236 40.709716, -73.95282999999999 40.708974, -73.95432599999999 40.709522, -73.95549799999999 40.70994899999999, -73.955175 40.710465))"
1326,1500000US360470528001,360470528001,"Block Group 1, Census Tract 528, Kings County, New York",175,17,12,10,29,5,14,42,21,25,0,"POLYGON ((-73.963674 40.63225, -73.962299 40.6324, -73.959898 40.632668, -73.959445 40.630277, -73.95899399999999 40.627886, -73.95995599999999 40.627778, -73.960408 40.63017, -73.96136899999999 40.63006, -73.96229799999999 40.629961, -73.96322499999999 40.629859, -73.963674 40.63225))"
1327,1500000US360470528002,360470528002,"Block Group 2, Census Tract 528, Kings County, New York",101,0,8,0,18,47,0,0,17,11,0,"POLYGON ((-73.96667599999999 40.631922, -73.963674 40.63225, -73.96322499999999 40.629859, -73.964152 40.629757, -73.96607399999999 40.629545, -73.96667599999999 40.631922))"
1328,1500000US360470529001,360470529001,"Block Group 1, Census Tract 529, Kings County, New York",232,0,0,0,0,31,10,18,46,117,10,"POLYGON ((-73.955074 40.704312, -73.953163 40.705544, -73.951086 40.705913, -73.950237 40.705473, -73.95190000000001 40.704418, -73.953812 40.703181, -73.955074 40.704312))"
1329,1500000US360470529002,360470529002,"Block Group 2, Census Tract 529, Kings County, New York",344,0,13,46,0,35,25,21,45,102,57,"POLYGON ((-73.95633699999999 40.705439, -73.954424 40.70667299999999, -73.953378 40.706857, -73.95191 40.70636, -73.951086 40.705913, -73.953163 40.705544, -73.955074 40.704312, -73.95633699999999 40.705439))"
