GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
Id,Id2,Geography,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
1500000US360470233003,360470233003,"Block Group 3, Census Tract 233, Kings County, New York",263,18,8,17,24,17,13,12,19,10,19,27,37,24,13,5,0
1500000US360470233004,360470233004,"Block Group 4, Census Tract 233, Kings County, New York",958,321,137,60,88,44,28,83,57,12,46,36,19,10,0,17,0
1500000US360470234001,360470234001,"Block Group 1, Census Tract 234, Kings County, New York",341,75,37,13,49,0,12,17,22,14,31,14,11,12,7,6,21
1500000US360470234002,360470234002,"Block Group 2, Census Tract 234, Kings County, New York",607,189,158,67,33,36,17,14,15,31,9,18,10,0,0,10,0
1500000US360470234003,360470234003,"Block Group 3, Census Tract 234, Kings County, New York",558,195,31,47,46,21,38,22,44,14,10,40,25,17,0,0,8
1500000US360470235001,360470235001,"Block Group 1, Census Tract 235, Kings County, New York",218,29,29,14,6,32,22,12,12,7,20,35,0,0,0,0,0
1500000US360470235002,360470235002,"Block Group 2, Census Tract 235, Kings County, New York",132,58,25,0,16,0,6,10,7,0,0,0,10,0,0,0,0
1500000US360470235003,360470235003,"Block Group 3, Census Tract 235, Kings County, New York",242,49,66,5,33,23,8,18,0,0,7,15,18,0,0,0,0
1500000US360470236001,360470236001,"Block Group 1, Census Tract 236, Kings County, New York",397,109,71,52,24,21,0,14,0,3,16,5,29,14,16,10,13
1500000US360470236002,360470236002,"Block Group 2, Census Tract 236, Kings County, New York",514,166,82,38,28,34,26,19,5,21,41,10,29,8,7,0,0
1500000US360470236003,360470236003,"Block Group 3, Census Tract 236, Kings County, New York",460,116,61,33,21,30,45,21,12,16,4,32,17,20,8,16,8
1500000US360470236004,360470236004,"Block Group 4, Census Tract 236, Kings County, New York",384,103,74,59,30,8,7,12,15,6,11,34,12,0,13,0,0
1500000US360470237001,360470237001,"Block Group 1, Census Tract 237, Kings County, New York",171,44,38,10,3,14,14,0,14,0,12,0,15,0,0,0,7
1500000US360470237002,360470237002,"Block Group 2, Census Tract 237, Kings County, New York",146,48,17,21,7,0,0,5,0,0,25,4,0,19,0,0,0
1500000US360470238001,360470238001,"Block Group 1, Census Tract 238, Kings County, New York",450,128,55,22,19,31,21,10,17,35,8,54,15,2,0,0,33
1500000US360470238002,360470238002,"Block Group 2, Census Tract 238, Kings County, New York",653,141,42,124,32,59,49,16,36,22,28,11,18,36,32,7,0
1500000US360470238003,360470238003,"Block Group 3, Census Tract 238, Kings County, New York",407,75,50,63,22,22,8,42,0,15,43,4,45,0,18,0,0
1500000US360470239001,360470239001,"Block Group 1, Census Tract 239, Kings County, New York",60,8,14,0,16,0,6,6,0,10,0,0,0,0,0,0,0
1500000US360470239002,360470239002,"Block Group 2, Census Tract 239, Kings County, New York",70,11,12,19,0,0,0,6,0,0,0,22,0,0,0,0,0
1500000US360470240001,360470240001,"Block Group 1, Census Tract 240, Kings County, New York",474,116,57,12,11,50,6,21,33,38,24,36,9,41,9,6,5
1500000US360470240002,360470240002,"Block Group 2, Census Tract 240, Kings County, New York",412,82,30,25,65,12,10,34,19,9,18,29,38,35,6,0,0
1500000US360470240003,360470240003,"Block Group 3, Census Tract 240, Kings County, New York",575,113,85,65,36,22,38,15,7,37,34,20,46,35,20,0,2
1500000US360470241001,360470241001,"Block Group 1, Census Tract 241, Kings County, New York",56,17,0,22,0,17,0,0,0,0,0,0,0,0,0,0,0
1500000US360470241002,360470241002,"Block Group 2, Census Tract 241, Kings County, New York",340,182,21,7,23,8,12,11,25,0,21,10,19,0,1,0,0
1500000US360470241003,360470241003,"Block Group 3, Census Tract 241, Kings County, New York",208,98,9,5,12,22,0,6,12,0,6,17,14,0,7,0,0
1500000US360470242001,360470242001,"Block Group 1, Census Tract 242, Kings County, New York",345,72,27,21,16,27,41,44,11,20,12,26,14,14,0,0,0
1500000US360470242002,360470242002,"Block Group 2, Census Tract 242, Kings County, New York",450,76,49,32,46,34,16,0,7,20,40,45,54,7,5,12,7
1500000US360470243001,360470243001,"Block Group 1, Census Tract 243, Kings County, New York",491,97,61,21,34,37,67,34,25,0,44,43,23,5,0,0,0
1500000US360470243002,360470243002,"Block Group 2, Census Tract 243, Kings County, New York",529,138,43,25,52,42,52,29,38,16,19,19,35,17,0,4,0
1500000US360470243003,360470243003,"Block Group 3, Census Tract 243, Kings County, New York",561,218,79,29,27,24,16,18,9,6,48,44,27,7,0,0,9
1500000US360470244001,360470244001,"Block Group 1, Census Tract 244, Kings County, New York",365,39,67,26,26,30,0,21,20,24,22,27,50,13,0,0,0
1500000US360470244002,360470244002,"Block Group 2, Census Tract 244, Kings County, New York",315,62,23,32,19,16,0,20,5,17,13,36,21,26,10,5,10
1500000US360470244003,360470244003,"Block Group 3, Census Tract 244, Kings County, New York",382,63,39,54,34,9,0,0,35,13,20,23,39,35,0,11,7
1500000US360470245001,360470245001,"Block Group 1, Census Tract 245, Kings County, New York",373,140,31,12,42,24,0,23,15,0,4,17,27,6,24,8,0
1500000US360470245002,360470245002,"Block Group 2, Census Tract 245, Kings County, New York",522,184,11,30,54,29,0,40,27,44,40,17,22,7,5,5,7
1500000US360470245003,360470245003,"Block Group 3, Census Tract 245, Kings County, New York",358,87,23,3,35,42,35,13,19,4,20,22,38,0,5,12,0
1500000US360470245004,360470245004,"Block Group 4, Census Tract 245, Kings County, New York",229,23,12,50,25,21,15,17,0,0,43,9,14,0,0,0,0
1500000US360470246001,360470246001,"Block Group 1, Census Tract 246, Kings County, New York",286,13,6,20,43,7,35,19,0,37,27,15,47,17,0,0,0
1500000US360470246002,360470246002,"Block Group 2, Census Tract 246, Kings County, New York",331,27,26,33,28,26,6,21,18,25,12,23,46,15,8,6,11
1500000US360470246003,360470246003,"Block Group 3, Census Tract 246, Kings County, New York",326,44,27,21,5,5,11,20,55,39,12,30,17,7,33,0,0
1500000US360470247001,360470247001,"Block Group 1, Census Tract 247, Kings County, New York",168,60,6,18,0,16,0,4,0,0,31,0,8,7,0,8,10
1500000US360470247002,360470247002,"Block Group 2, Census Tract 247, Kings County, New York",312,90,41,17,30,15,5,7,17,16,43,23,8,0,0,0,0
1500000US360470247003,360470247003,"Block Group 3, Census Tract 247, Kings County, New York",453,186,28,49,20,18,14,24,27,48,16,6,3,8,6,0,0
1500000US360470248001,360470248001,"Block Group 1, Census Tract 248, Kings County, New York",437,32,47,23,57,22,26,30,46,13,36,37,35,10,23,0,0
1500000US360470248002,360470248002,"Block Group 2, Census Tract 248, Kings County, New York",507,90,43,36,49,12,34,14,16,32,31,28,72,21,18,11,0
1500000US360470249001,360470249001,"Block Group 1, Census Tract 249, Kings County, New York",402,117,28,71,69,30,6,10,13,0,0,30,9,0,0,5,14
1500000US360470249002,360470249002,"Block Group 2, Census Tract 249, Kings County, New York",547,154,19,8,58,40,18,0,16,41,70,30,32,19,9,0,33
1500000US360470249003,360470249003,"Block Group 3, Census Tract 249, Kings County, New York",559,85,34,20,30,40,62,48,24,74,31,41,33,17,20,0,0
1500000US360470249004,360470249004,"Block Group 4, Census Tract 249, Kings County, New York",252,78,0,10,19,19,15,7,0,22,22,6,18,25,0,11,0
1500000US360470250001,360470250001,"Block Group 1, Census Tract 250, Kings County, New York",274,18,23,10,15,15,12,9,49,9,14,26,42,27,5,0,0
1500000US360470250002,360470250002,"Block Group 2, Census Tract 250, Kings County, New York",191,14,41,0,36,6,0,4,0,28,16,6,20,20,0,0,0
1500000US360470251001,360470251001,"Block Group 1, Census Tract 251, Kings County, New York",240,68,21,20,9,15,14,25,11,8,23,0,6,14,0,0,6
1500000US360470251002,360470251002,"Block Group 2, Census Tract 251, Kings County, New York",595,162,108,61,57,42,36,37,23,10,34,9,11,0,5,0,0
1500000US360470251003,360470251003,"Block Group 3, Census Tract 251, Kings County, New York",405,134,0,26,0,18,45,17,43,18,32,31,14,19,0,0,8
1500000US360470252001,360470252001,"Block Group 1, Census Tract 252, Kings County, New York",268,28,13,29,17,14,21,20,0,5,17,55,10,10,20,9,0
1500000US360470252002,360470252002,"Block Group 2, Census Tract 252, Kings County, New York",622,120,109,39,45,48,62,17,42,8,9,36,19,39,5,15,9
1500000US360470252003,360470252003,"Block Group 3, Census Tract 252, Kings County, New York",447,72,44,54,26,18,12,0,20,9,48,65,28,27,0,14,10
1500000US360470252004,360470252004,"Block Group 4, Census Tract 252, Kings County, New York",574,81,113,29,34,35,50,77,18,30,41,29,31,6,0,0,0
1500000US360470253001,360470253001,"Block Group 1, Census Tract 253, Kings County, New York",250,58,5,28,12,24,32,0,32,0,25,13,21,0,0,0,0
1500000US360470253002,360470253002,"Block Group 2, Census Tract 253, Kings County, New York",434,153,9,6,10,25,25,16,33,57,0,69,23,0,8,0,0
1500000US360470253003,360470253003,"Block Group 3, Census Tract 253, Kings County, New York",126,24,7,37,11,5,8,6,6,0,11,6,5,0,0,0,0
1500000US360470254001,360470254001,"Block Group 1, Census Tract 254, Kings County, New York",305,50,40,27,13,18,34,11,4,11,15,39,29,7,7,0,0
1500000US360470254002,360470254002,"Block Group 2, Census Tract 254, Kings County, New York",390,47,43,20,36,32,13,6,34,9,42,29,49,16,14,0,0
1500000US360470254003,360470254003,"Block Group 3, Census Tract 254, Kings County, New York",476,55,40,45,33,25,16,24,40,14,39,43,60,26,16,0,0
1500000US360470255001,360470255001,"Block Group 1, Census Tract 255, Kings County, New York",1649,756,166,153,128,118,58,53,58,11,48,49,26,11,0,0,14
1500000US360470256001,360470256001,"Block Group 1, Census Tract 256, Kings County, New York",453,53,23,31,27,15,13,16,28,44,61,89,27,21,0,0,5
1500000US360470256002,360470256002,"Block Group 2, Census Tract 256, Kings County, New York",568,85,85,48,26,18,42,17,33,26,31,55,49,18,27,8,0
1500000US360470257001,360470257001,"Block Group 1, Census Tract 257, Kings County, New York",113,18,5,14,0,6,18,13,0,0,17,0,16,6,0,0,0
1500000US360470257002,360470257002,"Block Group 2, Census Tract 257, Kings County, New York",276,44,21,20,0,17,52,28,17,22,8,9,19,0,0,9,10
1500000US360470257003,360470257003,"Block Group 3, Census Tract 257, Kings County, New York",198,36,12,24,21,16,0,8,0,0,18,29,0,9,12,0,13
1500000US360470257004,360470257004,"Block Group 4, Census Tract 257, Kings County, New York",34,6,5,0,0,0,0,0,0,0,0,0,10,13,0,0,0
1500000US360470258001,360470258001,"Block Group 1, Census Tract 258, Kings County, New York",515,94,42,38,10,28,36,35,21,19,65,29,29,31,13,12,13
1500000US360470258002,360470258002,"Block Group 2, Census Tract 258, Kings County, New York",532,77,106,59,31,36,58,30,10,10,7,46,24,29,0,9,0
1500000US360470258003,360470258003,"Block Group 3, Census Tract 258, Kings County, New York",561,104,38,38,29,21,40,45,37,42,38,50,34,28,17,0,0
1500000US360470259011,360470259011,"Block Group 1, Census Tract 259.01, Kings County, New York",517,149,77,51,10,4,51,7,14,19,11,75,33,0,0,0,16
1500000US360470259021,360470259021,"Block Group 1, Census Tract 259.02, Kings County, New York",1026,391,189,73,33,101,40,33,38,25,33,17,15,22,0,0,16
1500000US360470260001,360470260001,"Block Group 1, Census Tract 260, Kings County, New York",368,67,25,21,21,28,42,18,14,0,25,36,37,18,0,16,0
1500000US360470260002,360470260002,"Block Group 2, Census Tract 260, Kings County, New York",334,93,55,46,0,18,24,7,15,7,12,10,13,9,5,11,9
1500000US360470260003,360470260003,"Block Group 3, Census Tract 260, Kings County, New York",513,87,26,21,22,26,41,48,43,13,36,62,58,21,0,9,0
1500000US360470261001,360470261001,"Block Group 1, Census Tract 261, Kings County, New York",383,118,82,7,7,32,10,8,18,13,6,39,34,0,9,0,0
1500000US360470261002,360470261002,"Block Group 2, Census Tract 261, Kings County, New York",257,102,0,45,5,0,17,6,0,16,26,33,0,0,7,0,0
1500000US360470261003,360470261003,"Block Group 3, Census Tract 261, Kings County, New York",358,121,37,32,32,13,22,34,18,13,3,8,11,0,0,4,10
1500000US360470261004,360470261004,"Block Group 4, Census Tract 261, Kings County, New York",290,116,24,16,22,0,23,18,7,20,0,12,24,0,0,0,8
1500000US360470261005,360470261005,"Block Group 5, Census Tract 261, Kings County, New York",244,141,9,21,0,28,16,0,6,0,8,8,7,0,0,0,0
1500000US360470262001,360470262001,"Block Group 1, Census Tract 262, Kings County, New York",442,136,18,28,28,38,4,12,23,16,16,20,62,32,6,0,3
1500000US360470262002,360470262002,"Block Group 2, Census Tract 262, Kings County, New York",410,33,22,45,18,14,19,23,32,9,40,59,46,18,18,8,6
1500000US360470263001,360470263001,"Block Group 1, Census Tract 263, Kings County, New York",643,234,45,24,15,64,6,38,20,63,50,66,9,9,0,0,0
1500000US360470264001,360470264001,"Block Group 1, Census Tract 264, Kings County, New York",304,48,44,20,6,42,14,9,8,0,23,43,30,17,0,0,0
1500000US360470264002,360470264002,"Block Group 2, Census Tract 264, Kings County, New York",415,66,43,31,19,23,31,66,16,23,13,37,17,20,10,0,0
1500000US360470264003,360470264003,"Block Group 3, Census Tract 264, Kings County, New York",492,27,95,75,19,38,17,30,40,40,36,36,9,15,0,10,5
1500000US360470264004,360470264004,"Block Group 4, Census Tract 264, Kings County, New York",404,100,27,16,22,36,26,21,30,11,19,45,20,26,0,5,0
1500000US360470265001,360470265001,"Block Group 1, Census Tract 265, Kings County, New York",358,77,36,40,13,54,8,0,38,0,20,35,37,0,0,0,0
1500000US360470265002,360470265002,"Block Group 2, Census Tract 265, Kings County, New York",404,127,38,24,36,29,20,10,37,39,8,15,16,0,0,5,0
1500000US360470265003,360470265003,"Block Group 3, Census Tract 265, Kings County, New York",307,112,10,0,51,29,0,0,11,27,18,0,29,7,7,0,6
1500000US360470265004,360470265004,"Block Group 4, Census Tract 265, Kings County, New York",174,37,0,5,16,25,16,9,10,17,17,0,14,8,0,0,0
1500000US360470266001,360470266001,"Block Group 1, Census Tract 266, Kings County, New York",400,22,11,16,47,44,38,20,33,24,37,42,58,0,0,0,8
1500000US360470266002,360470266002,"Block Group 2, Census Tract 266, Kings County, New York",494,75,80,18,8,37,64,9,31,8,68,23,30,38,0,5,0
1500000US360470266003,360470266003,"Block Group 3, Census Tract 266, Kings County, New York",328,34,11,49,11,11,21,24,29,10,18,35,59,12,0,0,4
1500000US360470267001,360470267001,"Block Group 1, Census Tract 267, Kings County, New York",443,132,65,14,45,0,13,33,22,10,16,45,11,0,13,14,10
1500000US360470267002,360470267002,"Block Group 2, Census Tract 267, Kings County, New York",438,61,55,37,28,20,25,38,21,19,20,29,77,8,0,0,0
1500000US360470267003,360470267003,"Block Group 3, Census Tract 267, Kings County, New York",408,72,0,62,19,19,21,34,20,39,57,19,28,0,18,0,0
1500000US360470267004,360470267004,"Block Group 4, Census Tract 267, Kings County, New York",399,59,44,17,17,32,43,22,23,7,50,48,10,0,0,12,15
1500000US360470268001,360470268001,"Block Group 1, Census Tract 268, Kings County, New York",419,39,34,27,7,36,20,33,13,14,24,54,80,17,12,0,9
1500000US360470268002,360470268002,"Block Group 2, Census Tract 268, Kings County, New York",284,77,5,33,9,30,14,24,0,15,8,25,13,10,16,5,0
1500000US360470268003,360470268003,"Block Group 3, Census Tract 268, Kings County, New York",454,95,27,57,19,29,17,19,20,16,54,24,47,10,8,12,0
1500000US360470268004,360470268004,"Block Group 4, Census Tract 268, Kings County, New York",361,82,61,27,12,14,15,6,17,0,76,22,16,13,0,0,0
1500000US360470269001,360470269001,"Block Group 1, Census Tract 269, Kings County, New York",305,60,25,0,0,43,29,22,21,22,40,9,11,0,0,16,7
1500000US360470269002,360470269002,"Block Group 2, Census Tract 269, Kings County, New York",358,81,16,36,26,9,37,9,20,16,10,25,36,29,0,8,0
1500000US360470269003,360470269003,"Block Group 3, Census Tract 269, Kings County, New York",447,147,45,45,26,37,31,16,8,28,18,17,29,0,0,0,0
1500000US360470270001,360470270001,"Block Group 1, Census Tract 270, Kings County, New York",430,78,18,45,33,52,8,12,14,23,38,46,37,11,5,0,10
1500000US360470270002,360470270002,"Block Group 2, Census Tract 270, Kings County, New York",437,90,61,25,31,18,15,0,15,26,19,26,37,36,0,26,12
1500000US360470271011,360470271011,"Block Group 1, Census Tract 271.01, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US360470271012,360470271012,"Block Group 2, Census Tract 271.01, Kings County, New York",398,76,27,30,20,54,28,66,27,11,17,8,0,27,7,0,0
1500000US360470271013,360470271013,"Block Group 3, Census Tract 271.01, Kings County, New York",130,26,26,23,7,6,0,8,14,0,13,0,7,0,0,0,0
1500000US360470271021,360470271021,"Block Group 1, Census Tract 271.02, Kings County, New York",367,133,9,12,10,26,0,22,21,31,35,24,17,0,11,9,7
1500000US360470272001,360470272001,"Block Group 1, Census Tract 272, Kings County, New York",396,98,51,17,24,8,16,16,15,19,38,39,26,0,22,7,0
1500000US360470272002,360470272002,"Block Group 2, Census Tract 272, Kings County, New York",425,97,33,5,37,38,26,23,25,11,46,20,43,14,7,0,0
1500000US360470272003,360470272003,"Block Group 3, Census Tract 272, Kings County, New York",457,79,50,16,7,30,32,15,31,0,22,80,81,7,0,0,7
1500000US360470273001,360470273001,"Block Group 1, Census Tract 273, Kings County, New York",366,22,16,0,45,39,17,26,14,39,72,19,43,14,0,0,0
1500000US360470273002,360470273002,"Block Group 2, Census Tract 273, Kings County, New York",180,22,0,0,17,17,7,7,5,32,0,23,29,21,0,0,0
1500000US360470273003,360470273003,"Block Group 3, Census Tract 273, Kings County, New York",667,290,45,48,22,25,39,23,35,9,20,30,14,42,0,16,9
1500000US360470274001,360470274001,"Block Group 1, Census Tract 274, Kings County, New York",382,55,62,35,22,24,5,11,19,7,9,17,58,36,17,5,0
1500000US360470274002,360470274002,"Block Group 2, Census Tract 274, Kings County, New York",630,126,78,14,14,24,18,5,51,50,40,61,70,35,44,0,0
1500000US360470275001,360470275001,"Block Group 1, Census Tract 275, Kings County, New York",255,72,6,0,23,20,16,0,16,5,24,24,13,6,4,26,0
1500000US360470275002,360470275002,"Block Group 2, Census Tract 275, Kings County, New York",478,185,18,19,15,19,12,14,33,29,24,30,25,29,26,0,0
1500000US360470275003,360470275003,"Block Group 3, Census Tract 275, Kings County, New York",308,49,62,0,12,0,8,15,21,9,22,36,27,0,47,0,0
1500000US360470275004,360470275004,"Block Group 4, Census Tract 275, Kings County, New York",464,94,62,68,23,0,47,8,22,22,42,43,27,0,0,6,0
1500000US360470276001,360470276001,"Block Group 1, Census Tract 276, Kings County, New York",410,70,60,58,19,13,29,10,27,32,8,17,29,23,11,4,0
1500000US360470276002,360470276002,"Block Group 2, Census Tract 276, Kings County, New York",422,53,70,28,8,18,42,52,6,0,36,46,13,37,13,0,0
1500000US360470276003,360470276003,"Block Group 3, Census Tract 276, Kings County, New York",383,87,37,13,32,30,25,35,21,7,5,37,41,0,6,0,7
1500000US360470277001,360470277001,"Block Group 1, Census Tract 277, Kings County, New York",357,112,36,32,50,32,18,14,10,0,21,12,16,4,0,0,0
1500000US360470277002,360470277002,"Block Group 2, Census Tract 277, Kings County, New York",441,81,18,39,34,16,39,26,28,36,21,48,46,0,0,9,0
1500000US360470277003,360470277003,"Block Group 3, Census Tract 277, Kings County, New York",169,49,14,0,7,24,29,0,10,0,19,17,0,0,0,0,0
1500000US360470277004,360470277004,"Block Group 4, Census Tract 277, Kings County, New York",395,143,41,13,31,41,35,0,0,17,23,0,44,0,0,0,7
1500000US360470278001,360470278001,"Block Group 1, Census Tract 278, Kings County, New York",626,100,78,66,60,27,27,69,21,27,36,55,30,14,16,0,0
1500000US360470278002,360470278002,"Block Group 2, Census Tract 278, Kings County, New York",565,120,48,85,44,21,33,8,6,49,53,64,34,0,0,0,0
1500000US360470279001,360470279001,"Block Group 1, Census Tract 279, Kings County, New York",301,135,28,0,24,6,7,6,25,14,0,24,20,12,0,0,0
1500000US360470279002,360470279002,"Block Group 2, Census Tract 279, Kings County, New York",439,164,79,0,29,6,23,33,8,15,16,30,9,10,0,0,17
1500000US360470279003,360470279003,"Block Group 3, Census Tract 279, Kings County, New York",377,102,0,54,13,41,0,20,10,45,28,31,6,20,7,0,0
1500000US360470279004,360470279004,"Block Group 4, Census Tract 279, Kings County, New York",303,104,51,0,20,25,11,6,0,0,25,34,27,0,0,0,0
1500000US360470280001,360470280001,"Block Group 1, Census Tract 280, Kings County, New York",380,80,11,19,22,31,27,22,18,6,31,43,37,21,7,5,0
1500000US360470280002,360470280002,"Block Group 2, Census Tract 280, Kings County, New York",230,32,26,8,0,0,8,7,0,29,19,39,14,13,0,21,14
1500000US360470281001,360470281001,"Block Group 1, Census Tract 281, Kings County, New York",466,234,36,44,48,41,17,0,8,8,7,17,0,0,0,0,6
1500000US360470281002,360470281002,"Block Group 2, Census Tract 281, Kings County, New York",396,150,54,47,41,43,39,0,9,0,6,7,0,0,0,0,0
1500000US360470281003,360470281003,"Block Group 3, Census Tract 281, Kings County, New York",104,55,0,0,0,19,30,0,0,0,0,0,0,0,0,0,0
1500000US360470281004,360470281004,"Block Group 4, Census Tract 281, Kings County, New York",212,71,44,11,30,10,8,8,0,9,12,0,9,0,0,0,0
1500000US360470282001,360470282001,"Block Group 1, Census Tract 282, Kings County, New York",235,29,29,10,29,13,7,9,0,27,25,23,26,0,8,0,0
1500000US360470282002,360470282002,"Block Group 2, Census Tract 282, Kings County, New York",609,92,35,17,41,18,48,58,52,47,86,33,43,39,0,0,0
1500000US360470282003,360470282003,"Block Group 3, Census Tract 282, Kings County, New York",382,73,32,26,23,19,5,22,5,8,64,63,23,8,0,3,8
1500000US360470283001,360470283001,"Block Group 1, Census Tract 283, Kings County, New York",512,206,68,48,36,45,34,0,9,6,28,7,25,0,0,0,0
1500000US360470283002,360470283002,"Block Group 2, Census Tract 283, Kings County, New York",293,124,30,23,42,7,7,6,0,9,7,7,9,0,0,10,12
1500000US360470283003,360470283003,"Block Group 3, Census Tract 283, Kings County, New York",419,178,52,17,50,17,52,0,9,17,0,0,17,0,0,10,0
1500000US360470284001,360470284001,"Block Group 1, Census Tract 284, Kings County, New York",431,59,69,26,12,46,11,34,18,56,13,39,20,0,18,10,0
1500000US360470284002,360470284002,"Block Group 2, Census Tract 284, Kings County, New York",518,85,83,34,21,66,16,22,0,29,14,58,60,16,0,0,14
1500000US360470284003,360470284003,"Block Group 3, Census Tract 284, Kings County, New York",472,89,37,12,22,37,30,21,32,27,13,32,79,18,13,10,0
1500000US360470285011,360470285011,"Block Group 1, Census Tract 285.01, Kings County, New York",93,31,0,0,0,0,8,20,9,0,18,0,0,0,0,7,0
1500000US360470285021,360470285021,"Block Group 1, Census Tract 285.02, Kings County, New York",1069,478,148,136,51,44,55,35,8,16,19,31,26,8,0,0,14
1500000US360470286001,360470286001,"Block Group 1, Census Tract 286, Kings County, New York",462,68,52,74,19,32,27,14,13,9,66,64,0,5,14,5,0
1500000US360470286002,360470286002,"Block Group 2, Census Tract 286, Kings County, New York",220,47,5,20,7,6,7,15,9,2,15,22,28,13,24,0,0
1500000US360470286003,360470286003,"Block Group 3, Census Tract 286, Kings County, New York",1364,394,224,88,46,70,99,62,58,52,46,67,108,35,8,7,0
1500000US360470287001,360470287001,"Block Group 1, Census Tract 287, Kings County, New York",114,30,0,0,10,7,6,0,6,0,26,13,8,8,0,0,0
1500000US360470287002,360470287002,"Block Group 2, Census Tract 287, Kings County, New York",184,43,26,34,17,18,0,0,0,11,8,20,0,0,0,7,0
1500000US360470287003,360470287003,"Block Group 3, Census Tract 287, Kings County, New York",553,280,48,52,26,10,32,7,18,0,13,38,17,12,0,0,0
1500000US360470287004,360470287004,"Block Group 4, Census Tract 287, Kings County, New York",75,9,9,27,9,0,0,0,0,8,0,8,5,0,0,0,0
1500000US360470288001,360470288001,"Block Group 1, Census Tract 288, Kings County, New York",359,41,34,54,26,14,16,18,7,6,33,12,62,15,8,7,6
1500000US360470288002,360470288002,"Block Group 2, Census Tract 288, Kings County, New York",380,70,28,59,15,20,38,12,13,29,15,33,17,0,31,0,0
1500000US360470288003,360470288003,"Block Group 3, Census Tract 288, Kings County, New York",385,46,53,22,21,26,4,13,19,38,30,51,4,31,15,3,9
1500000US360470289001,360470289001,"Block Group 1, Census Tract 289, Kings County, New York",182,54,29,9,17,9,9,6,0,14,9,7,19,0,0,0,0
1500000US360470289002,360470289002,"Block Group 2, Census Tract 289, Kings County, New York",321,86,10,26,42,18,15,26,9,7,32,41,9,0,0,0,0
1500000US360470289003,360470289003,"Block Group 3, Census Tract 289, Kings County, New York",248,53,25,13,36,0,13,26,24,15,31,0,0,0,0,12,0
1500000US360470289004,360470289004,"Block Group 4, Census Tract 289, Kings County, New York",439,198,47,31,20,0,12,7,7,25,40,14,15,0,23,0,0
1500000US360470290001,360470290001,"Block Group 1, Census Tract 290, Kings County, New York",428,83,47,31,52,25,42,24,32,11,43,28,5,5,0,0,0
1500000US360470290002,360470290002,"Block Group 2, Census Tract 290, Kings County, New York",428,79,63,21,17,33,17,27,21,18,43,25,32,0,16,11,5
1500000US360470290003,360470290003,"Block Group 3, Census Tract 290, Kings County, New York",667,75,61,89,81,28,5,50,37,36,58,48,49,15,18,15,2
1500000US360470291001,360470291001,"Block Group 1, Census Tract 291, Kings County, New York",416,170,41,20,26,36,10,19,5,0,0,17,41,4,5,22,0
1500000US360470291002,360470291002,"Block Group 2, Census Tract 291, Kings County, New York",237,53,0,9,11,71,19,19,18,15,8,8,6,0,0,0,0
1500000US360470291003,360470291003,"Block Group 3, Census Tract 291, Kings County, New York",320,50,22,17,31,12,12,29,0,29,22,53,12,11,0,20,0
1500000US360470292001,360470292001,"Block Group 1, Census Tract 292, Kings County, New York",504,116,62,60,23,29,15,18,9,13,49,13,50,43,4,0,0
1500000US360470292002,360470292002,"Block Group 2, Census Tract 292, Kings County, New York",410,62,56,38,29,19,29,32,4,7,43,38,29,15,4,5,0
1500000US360470293001,360470293001,"Block Group 1, Census Tract 293, Kings County, New York",219,76,38,0,19,10,42,0,10,6,4,14,0,0,0,0,0
1500000US360470293002,360470293002,"Block Group 2, Census Tract 293, Kings County, New York",372,173,76,27,25,16,18,15,4,0,6,5,0,7,0,0,0
1500000US360470293003,360470293003,"Block Group 3, Census Tract 293, Kings County, New York",330,25,32,21,12,34,43,35,26,11,36,15,30,10,0,0,0
1500000US360470293004,360470293004,"Block Group 4, Census Tract 293, Kings County, New York",353,99,9,15,24,15,14,28,25,0,19,33,51,8,0,0,13
1500000US360470294001,360470294001,"Block Group 1, Census Tract 294, Kings County, New York",552,95,34,51,11,11,51,22,23,9,68,40,48,17,27,25,20
1500000US360470295001,360470295001,"Block Group 1, Census Tract 295, Kings County, New York",354,104,6,25,25,12,9,15,29,32,19,35,27,0,0,0,16
1500000US360470295002,360470295002,"Block Group 2, Census Tract 295, Kings County, New York",348,73,18,27,12,16,31,58,11,15,30,14,18,8,8,9,0
1500000US360470295003,360470295003,"Block Group 3, Census Tract 295, Kings County, New York",465,102,45,26,41,53,37,21,12,23,7,69,19,0,10,0,0
1500000US360470295004,360470295004,"Block Group 4, Census Tract 295, Kings County, New York",367,37,46,23,14,14,62,25,0,0,17,31,43,38,8,9,0
1500000US360470296001,360470296001,"Block Group 1, Census Tract 296, Kings County, New York",620,160,32,50,33,6,52,5,31,37,26,68,65,39,0,16,0
1500000US360470296002,360470296002,"Block Group 2, Census Tract 296, Kings County, New York",575,0,101,66,0,19,24,28,61,60,60,40,67,10,30,9,0
